id,stake,blocks
0x3b0a33f56c517985, 14150000, 5458
0x5ea0be57e9625e99, 20740, 5444
0x99127328ff973a01, 5980000, 5423
0x2c799c3e28294a50, 56010000, 5386
0xfa67f3245b43f898, 29830000, 5360
0xcd29aa2bd432cac8, 8690000, 5351
0x401045f4c652850c, 33910000, 5337
0x032cd967ccd22c8b, 35970000, 5335
0x779b6f0ec1da90b9, 70000000, 5335
0x57e0985de6f805eb, 8830000, 5298
0x38927599785bb05a, 17760000, 5287
0x43bf2e2c12f52e50, 16020, 5253
0x6b9da81ea8f61b0a, 3450000, 5239
0x1cb5d0e029600a74, 4430000, 5222
0x86a1ac91dbdeccc5, 17250, 5194
0xb2817f8c83e9bdbf, 20280000, 5165
0xd54cc1cdad2334f3, 36340000, 5096
0xff46164e843fb008, 10790000, 5095
0xb62ecc8c87aaa768, 1590000, 5085
0xe3f782914852b986, 15910000, 5045
0x926b65d051191a70, 1440000, 4995
0xec128b01bf848bc0, 22330000, 4989
0x35a38b787a83c4c7, 6, 4880
0x39580d748a90f8ed, 24940000, 4871
0xc7e431513b9a22ad, 18, 4849
0xf8024d90db4078f9, 6760000, 4838
0xb83ec9c4c5d0e159, 32, 4822
0xad3d89ff217123a2, 75240000, 4820
0x49b7d9e289ae3d89, 8250000, 4799
0x84454041b7a4dfa0, 5440000, 4785
0xb6e038fbcb97b0ef, 15620000, 4740
0x7095ee942e9d18b7, 10040000, 4736
0x4f0402508e3caf46, 30250000, 4719
0x654d9659bbbf8a6d, 4950000, 4714
0x92fcdd76cc6536a1, 18780000, 4713
0x44b7918253e103dd, 2530, 4706
0xda48231105e652ce, 70790000, 4706
0xdd47ad6aac26aad2, 4070, 4696
0x351a90a08bbb31d8, 32510000, 4690
0x000001b8c70a31ee, 8250000, 4623
0x43e608ee476a8dda, 12020000, 4579
0xbce69640e83d86f2, 16440000, 4557
0x0ec6869eec9aa2e3, 5190000, 4534
0x3d1e66117300ec37, 16030000, 4505
0x0236ec1a7cf172a8, 19260000, 4504
0x47605a7cd55a1d6a, 18230000, 4493
0xee9ef63e9f1df4c3, 3630000, 4485
0x16d7b3938b2e9e8a, 354370, 4473
0xfdd8140cd55b0a9e, 21050000, 4427
0x40420981713d7098, 4160000, 4425
0x585a5de127641760, 3, 4379
0x6fb41f09ec19c097, 2950000, 4348
0x55eaf38b55089903, 851, 4346
0x299782c07d72dbde, 69110000, 4334
0x93ca5c2fdb20af51, 19210000, 4330
0xf1756667cdd18746, 399, 4315
0xbbbe8bd9028cc2ab, 6490000, 4299
0xe81672618f1ec67e, 9630000, 4289
0x4b11b32e928e05c2, 50000000, 4275
0x000001102e61fad5, 28470000, 4258
0x28f85efe4cfb4d8b, 7430000, 4254
0xfdb0d8ba3398aec4, 1550000, 4254
0x486d217af5a1ef6a, 4, 4187
0x9dff03e463e8ef57, 5210000, 4180
0xcd5721febbaf9599, 3820000, 4166
0x111646b0d0e36624, 17560000, 4152
0x1e174471e6e7698b, 43390000, 4138
0xc8a15d648df24d42, 10090, 4137
0x1c8e2b0a32cdd59d, 13540, 4128
0x00beef2824d43fc1, 5030000, 4124
0xc485ab2000a1fd27, 6810000, 4103
0xc3798f71b878e892, 21310000, 4082
0x9924e7d7d5fcff8c, 18610000, 4076
0x00beef93cf40c706, 9100000, 4025
0x4a78ca15df8f140e, 89, 4021
0xec7365971b0a3026, 13650000, 4014
0xbe6d07b33691eeba, 31070000, 3967
0x0ef7aa5608e0e033, 67170000, 3917
0xfc812042735784d7, 60690000, 3902
0x2146dfb2618ab8fc, 20770000, 3880
0x6c90794089e041e9, 8920000, 3878
0xf2fa0dfeb04e19a3, 27930000, 3874
0x00472a2a2c9289b3, 1070, 3847
0x39654d8b4076ce55, 3160000, 3814
0x37d2b23fcb5093f2, 23960000, 3787
0x3423502837817b28, 70360000, 3779
0xa314a18511ebebf6, 55050000, 3776
0xb3cdd3bb1e10a928, 8250000, 3762
0x7b75bdbaa1197f4e, 74210000, 3756
0x7e53c23412cdeab7, 11040000, 3715
0xec6cdcad98d29a23, 9920000, 3698
0x3ef28c9dc6d88e0c, 1470000, 3688
0xc94e6fe1bec2d3d4, 32580000, 3637
0x68f866aa92e5df2b, 6520000, 3636
0xae93356f0f89ac06, 50490000, 3628
0xa43ceac08cfabc81, 73710000, 3627
0xa75f5263641b415b, 139250, 3620
0xc6da03f5d59b0562, 18530000, 3564
0xdf27b85203c49c1c, 18440000, 3564
0x636fab1b31fad5ad, 25910000, 3546
0xd1d6f37fd928772c, 4290000, 3533
0x28489654d46d614a, 14050000, 3527
0xe1c990713d11e560, 35080000, 3521
0xe293c1452587eb72, 37610000, 3501
0x059b4217115b2415, 11220000, 3493
0x135605c3a6b6e656, 18750000, 3473
0x566ebd3443571627, 8210000, 3468
0x7d50b9c63937a73f, 21880000, 3459
0x4c15ba0fb16511bd, 12790000, 3454
0x0000fc52bf9a363a, 38250000, 3446
0xe2c17915f9d1701a, 21800000, 3445
0x87dc693dacfd9f24, 18400000, 3398
0xdda4bc6451b3ece4, 9110000, 3388
0xe00ff5463d8daf34, 7670000, 3380
0x6ec02770c835349d, 8150000, 3374
0x593dfbc6418f7b23, 10120000, 3346
0xb7c07212254d6f31, 4, 3344
0x40183423c2bd5318, 10720000, 3343
0x348127655ee80c1d, 19470000, 3306
0x12eda6e29cde77fc, 20060000, 3304
0x335d95163bae2e40, 105, 3293
0x7782b3a9fb8463f8, 5490000, 3284
0x8e9c37a1376a3860, 4800000, 3281
0x0319357f06a05d03, 20710000, 3257
0x4b338fddb0e9e0b3, 53440000, 3243
0x88a8b3bb064c6dab, 63350000, 3233
0x80cb48c25a259cf1, 5590000, 3228
0x557fb2fac3168f3d, 21740000, 3224
0xd058aaaed86415e7, 30080000, 3214
0x00beef53378dd5db, 9780000, 3207
0x765e69631b58fff6, 22130000, 3205
0x60f301e5702f74fe, 53840000, 3192
0xb6139d650b83c455, 54040000, 3181
0x677f9a31284eefe6, 52820000, 3176
0x8d17a45c76d11a23, 51840000, 3172
0xc82516881df768ae, 30800000, 3109
0x576f80a1c051de17, 32150000, 3102
0x868dab7d9530d2c5, 3710000, 3101
0x9479b6e320ac9199, 9100000, 3083
0x4d675db61ceefafe, 32140000, 3061
0x39b609163a17bdd9, 32130000, 3060
0x921dc3fc57db8ab5, 5210000, 3045
0x8dcdf3376886c615, 39280000, 3043
0x1506bd5ab6939efe, 38640000, 3042
0x982f9261e5af7181, 29550000, 3041
0x943bfed0e286a30b, 32120000, 3021
0x518dc4739ca82215, 32170000, 3020
0x0ac5fabdf6968c81, 32260000, 3016
0x9fff445c4d6c281c, 32280000, 3003
0x49cb80cc1044bea5, 32120000, 2992
0x00333b8928ce5256, 3300000, 2983
0xd60a72f6049bc46e, 32140000, 2983
0x18532512b7e02f4e, 32150000, 2971
0x556e4281af848d07, 32510000, 2971
0xfa610fe07d462473, 32150000, 2969
0xde747d8a04d7b191, 32260000, 2959
0x503fa7390af0fe0d, 1, 2952
0xe4b1c8ecd190c715, 13370000, 2946
0xf059ed9e6a5fced5, 1380000, 2944
0x8857ee40f4db0cc6, 13930000, 2940
0xd31f204c825ea547, 11950000, 2938
0x072a77052a66b07e, 11590000, 2932
0x79bc38773847aedd, 32130000, 2930
0xec8260104f70a8b7, 6, 2929
0xf85ca74e8e666be3, 32230000, 2924
0x60014da03ebf1981, 32130000, 2917
0xf62bc8f93fca6b09, 32190000, 2917
0x643472a2887b1e88, 15000000, 2916
0x0f292fcaf3ef2735, 7160000, 2915
0x9b991c44d558a401, 32170000, 2911
0xff8ce26a928d95f6, 32140000, 2906
0xc05c4d9bc0be2abe, 63200000, 2897
0x9a881d68662df659, 5000000, 2892
0x7ac19e691a36cff4, 27950000, 2890
0x003e98e4615d9428, 5310000, 2883
0xf0e708ba6ccc8088, 4240000, 2883
0xfb110d216478d306, 32240000, 2878
0x105a68163bb05968, 12390000, 2871
0xfece558dc9b787e4, 32150000, 2871
0xbd8741616c336b8e, 7460000, 2869
0x18652168e3a18e3c, 3980000, 2864
0x0f9f064865a518a2, 63190000, 2862
0xbc7b99070b3f9c1b, 4640000, 2851
0x56fc2287ddf8ab18, 61290000, 2847
0xa3a542bfc0d37846, 3930000, 2840
0x90264742eb5f9b10, 30920000, 2837
0x3e695a66425147c5, 13910, 2834
0xe40edb5a68e80d9b, 20910000, 2834
0xa2ccd8e940f26a28, 16350000, 2825
0xbe7e2461c0784ff6, 5380000, 2814
0x7fbab5f4a474c0c4, 261570, 2809
0x78373839bf2fe877, 3990000, 2808
0xbd384c4bf0d992bf, 3, 2800
0x03e5b1d34e34ce24, 23430000, 2794
0xf7b96ff020e672f3, 136870, 2779
0x76e80e1b5d17dc52, 21270000, 2774
0x5e964c17d6c7fdbe, 30450000, 2765
0x0880d485e723c450, 21510000, 2761
0xcb91386e598f9c03, 64710, 2748
0x1e1be0432b46a3e9, 8050000, 2742
0xd31b9122d12acbb4, 116420, 2741
0xe8f53875b410eb1a, 16570000, 2737
0xa07f6d169b3f2252, 7360000, 2734
0x1575d127542cd1fa, 38610, 2729
0x969b7892be55f5bf, 4700000, 2711
0x494b1ade55bc2aa1, 3590, 2690
0xdec7757e68c13320, 40, 2647
0x8d5b59b69ab3a5dd, 119450, 2634
0xc974db0e08e24161, 156190, 2629
0x2fb278daee898607, 23410, 2622
0xb43a2817d209bf9f, 2080000, 2590
0xc29c92f8afe76baa, 17530000, 2567
0xb49a54a4619c4fa1, 7680000, 2557
0x894ff15d19d756b5, 23050000, 2540
0xd9e2d18112390655, 1250000, 2540
0x1ec2c7dd66f50aca, 35350000, 2529
0x290401c712676bb1, 29310000, 2516
0x738585e470732c8f, 3190000, 2506
