,,Concentration,Focal Stakeholder,Other Participants:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stake Size,Group Size,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499,500,501,502,503,504,505,506,507,508,509,510,511,512,513,514,515,516,517,518,519,520,521,522,523,524,525,526,527,528,529,530,531,532,533,534,535,536,537,538,539,540,541,542,543,544,545,546,547,548,549,550,551,552,553,554,555,556,557,558,559,560,561,562,563,564,565,566,567,568,569,570,571,572,573,574,575,576,577,578,579,580,581,582,583,584,585,586,587,588,589,590,591,592,593,594,595,596,597,598,599,600
100000000,100,166.6980161,0.044654917,0.035618437,0.03392871,0.032230966,0.030356855,0.030024511,0.027190503,0.026173331,0.024356611,0.022627383,0.021592237,0.020667624,0.019797501,0.019202142,0.017862677,0.016952306,0.015875583,0.015021138,0.014854154,0.013765295,0.012708988,0.012649893,0.011659719,0.011425412,0.009926131,0.010150997,0.010113838,0.010050023,0.008314299,0.00851443,0.008589651,0.008411235,0.008371268,0.008498084,0.008376472,0.008293362,0.005634579,0.005558131,0.005694728,0.005627128,0.005661998,0.005727634,0.00567191,0.005796478,0.005706184,0.005531895,0.005715253,0.005658223,0.00563305,0.005628821,0.005481926,0.005744683,0.005751191,0.005664953,0.005728809,0.005635749,0.005592048,0.00563343,0.005732814,0.005614449,0.005477505,0.005651258,0.005656069,0.005656677,0.005567186,0.005601369,0.005836769,0.005712299,0.005685185,0.005494811,0.005575558,0.005737638,0.005554668,0.005617727,0.005587223,0.005649129,0.005670898,0.005654715,0.005711118,0.005745034,0.005472228,0.00568453,0.005633606,0.005624468,0.005671417,0.005702835,0.005529668,0.005536075,0.005594115,0.005624207,0.005631353,0.00557559,0.005586771,0.005612666,0.005695627,0.005729594,0.005732257,0.00567067,0.005585602,0.005631143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100000000,200,360.6736713,0.019536673,0.016344627,0.015597018,0.01566573,0.015030365,0.015100811,0.014896956,0.014078782,0.014277038,0.013629912,0.012820313,0.01293392,0.012169347,0.011484089,0.011601597,0.010826043,0.010828339,0.010795113,0.010823395,0.010010739,0.009995443,0.010019398,0.009382944,0.009268411,0.009255439,0.008648706,0.008468938,0.008518201,0.008554104,0.007745956,0.007794164,0.007775232,0.007707274,0.006863406,0.006874996,0.006955044,0.006816681,0.006931284,0.006019654,0.006041762,0.005924302,0.006068417,0.006028057,0.006006232,0.005977381,0.004963183,0.005003207,0.004931797,0.004967019,0.005004455,0.004994225,0.00492869,0.005022353,0.004933261,0.005015327,0.005084711,0.005034422,0.004953789,0.005038743,0.005031114,0.004906722,0.005073971,0.003263697,0.00333607,0.003274427,0.003384374,0.003296619,0.00329266,0.003346076,0.0033238,0.003338778,0.003272568,0.003270751,0.003213639,0.003353543,0.003311329,0.003352851,0.003359479,0.003198309,0.003375171,0.003292487,0.003291394,0.003340303,0.003275864,0.003239124,0.003376421,0.00328649,0.003331106,0.003355054,0.003267337,0.003255186,0.003293747,0.003296556,0.003353396,0.003276063,0.003383863,0.003337401,0.003324751,0.00324624,0.003294334,0.003317325,0.003378199,0.003309968,0.003328425,0.00334562,0.003256958,0.003261968,0.003261209,0.003348227,0.003298062,0.003284567,0.003278891,0.003355051,0.003359529,0.00338143,0.003303346,0.003368469,0.003325442,0.003332695,0.003337452,0.003256368,0.003381044,0.003348606,0.003256034,0.003329362,0.003380999,0.00337013,0.003311664,0.00329482,0.003273644,0.003362122,0.003289327,0.003344584,0.003374366,0.003254419,0.003336528,0.00325788,0.003264736,0.003290765,0.00333621,0.003305641,0.003334615,0.003304116,0.003198559,0.00341837,0.003262538,0.003418272,0.003390365,0.003286628,0.003338641,0.003368724,0.003333706,0.003284075,0.003378023,0.003298371,0.003289041,0.003299927,0.003330461,0.003345217,0.003305294,0.003306645,0.003318554,0.003370872,0.003285617,0.003316199,0.003324082,0.003239483,0.00334161,0.00323241,0.003152567,0.003231583,0.003325749,0.003339105,0.003402052,0.003385853,0.003292629,0.003367431,0.003334053,0.003336218,0.003206306,0.00337765,0.003260676,0.003332852,0.003277257,0.003189012,0.0032791,0.003312501,0.003242467,0.003284549,0.003363885,0.003333251,0.003309489,0.003245279,0.003322579,0.00338333,0.003261023,0.003264273,0.003313435,0.003356061,0.003284809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100000000,300,560.2835357,0.012130143,0.009789416,0.009269421,0.009263752,0.009354295,0.009380458,0.009295641,0.009315458,0.009247713,0.008721374,0.008815103,0.008670706,0.008172816,0.008129779,0.00815506,0.00809033,0.008156871,0.007584555,0.007564498,0.007586464,0.006995279,0.006890265,0.007007495,0.007046049,0.006348832,0.00633187,0.00639432,0.006390356,0.006391694,0.00636756,0.006396407,0.005767601,0.00578029,0.005766868,0.005731456,0.005809914,0.00574748,0.005780965,0.00575812,0.005104709,0.005165889,0.005142598,0.005088819,0.005115378,0.005062514,0.005132124,0.005091928,0.005135559,0.004365761,0.004429824,0.004401366,0.004408054,0.004448399,0.004422346,0.004410999,0.004398826,0.004466312,0.004417406,0.004374869,0.003580956,0.003632026,0.003590776,0.00362529,0.003591003,0.003614395,0.003619394,0.003611944,0.003612108,0.003587479,0.003642292,0.003652214,0.003636594,0.003557415,0.003622755,0.003605959,0.00364039,0.003593931,0.003630439,0.00358409,0.003560413,0.00361014,0.003582133,0.003625838,0.003619492,0.003641888,0.002408371,0.002386646,0.002392715,0.002422039,0.002408033,0.002404139,0.002444003,0.00243519,0.002364095,0.002424732,0.002426413,0.002403736,0.002399187,0.00232138,0.00244289,0.002424253,0.002314295,0.002415358,0.002464787,0.00239121,0.002416306,0.002425068,0.002357251,0.002413356,0.00242974,0.002377454,0.002404505,0.002396322,0.002350774,0.002408209,0.002385613,0.002430471,0.002389458,0.002459684,0.002399974,0.002398926,0.002436875,0.002395973,0.002381103,0.002427033,0.002414375,0.002375165,0.002384985,0.002407085,0.002333908,0.002410984,0.002402615,0.002403924,0.002409431,0.002372553,0.002427013,0.0023705,0.002416205,0.002469472,0.002398289,0.002410686,0.002422587,0.002427094,0.002435576,0.002404725,0.002400421,0.002439795,0.002413846,0.002386533,0.002390978,0.0022864,0.002425991,0.002405687,0.002362104,0.00239042,0.002385679,0.002420866,0.002404361,0.002425431,0.002400629,0.002366555,0.002389458,0.002413983,0.002378558,0.002388955,0.002425927,0.002381602,0.002407176,0.002378624,0.00237286,0.002363062,0.002400278,0.002415682,0.002416652,0.002446917,0.002414312,0.002416289,0.002432017,0.002415395,0.002428194,0.002346612,0.002431808,0.002417135,0.002421521,0.002353854,0.002406858,0.002362378,0.002428127,0.002427557,0.00240524,0.002344205,0.002391313,0.002400611,0.002408539,0.002452394,0.002433337,0.002324912,0.002403455,0.002347014,0.002424626,0.002426264,0.002429838,0.002391468,0.002409613,0.002412084,0.002395912,0.002358963,0.002425604,0.00235159,0.00237114,0.002422836,0.002413373,0.002369781,0.002335232,0.002366448,0.002383863,0.00239779,0.002380139,0.002339019,0.002416872,0.00243842,0.002385008,0.002422441,0.002438248,0.002434751,0.002495898,0.002341815,0.002407709,0.002420072,0.00242478,0.002401773,0.002345164,0.002427697,0.002373318,0.002407056,0.002350151,0.002473639,0.002387423,0.002342612,0.002446684,0.002437572,0.002433672,0.002369012,0.002457167,0.002434369,0.002397791,0.002408924,0.002389963,0.002419186,0.002387622,0.002426419,0.002433999,0.0023982,0.002386677,0.002443654,0.002404962,0.002351778,0.00240913,0.002344413,0.002427208,0.002423045,0.00236558,0.002419951,0.002362606,0.002379949,0.00234482,0.002389501,0.002402172,0.002370952,0.002387991,0.002451223,0.002387302,0.002435106,0.002447653,0.002444719,0.002380791,0.002418071,0.002413103,0.002449867,0.002406859,0.002389705,0.002406369,0.002440626,0.002291966,0.002332298,0.002397873,0.002381136,0.002425109,0.002394863,0.002393933,0.002366621,0.002404137,0.002351095,0.002394614,0.002378322,0.002327746,0.002408375,0.002408787,0.002428865,0.002422509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100000000,400,762.7230241,0.007995492,0.007097636,0.006662676,0.006575917,0.00662498,0.006627763,0.006596939,0.006603632,0.006592519,0.006107587,0.006120019,0.006147217,0.006141589,0.006193966,0.006165411,0.006085059,0.006050453,0.00568223,0.005616557,0.005650126,0.005658678,0.005594093,0.005145914,0.005123072,0.005110666,0.005145677,0.005135192,0.005102693,0.005110355,0.005156457,0.004627581,0.004584887,0.004539113,0.004600984,0.004649802,0.004634114,0.004633707,0.004639595,0.004549284,0.004061254,0.004100572,0.004067192,0.004063538,0.004082485,0.004083492,0.004141102,0.004081009,0.004090506,0.004087985,0.004070303,0.004057436,0.00406237,0.004117879,0.004077208,0.004040905,0.003528196,0.003514872,0.003512959,0.003494668,0.003506745,0.003493031,0.003521846,0.00347411,0.003556354,0.003538017,0.003562135,0.00354977,0.003482955,0.003504933,0.003518568,0.002836155,0.002858156,0.002859768,0.002844271,0.002856699,0.002869234,0.002851436,0.002863898,0.002834813,0.002868854,0.002873425,0.002856288,0.002871495,0.002871616,0.002866594,0.002844914,0.002856834,0.002880186,0.002818285,0.002869574,0.002863033,0.002857807,0.002844644,0.002872229,0.002851586,0.002850445,0.002874178,0.00284919,0.002812425,0.002847051,0.002883603,0.002856642,0.002838362,0.002857888,0.001955336,0.001903998,0.001893448,0.001921347,0.001917242,0.001932772,0.001849873,0.001898097,0.001923418,0.001913313,0.001919339,0.001918839,0.001916916,0.001929037,0.001920403,0.00191697,0.001886871,0.001919021,0.001879934,0.001949565,0.001872573,0.00187907,0.001895045,0.001884004,0.001883459,0.00191679,0.001918543,0.001937452,0.001911322,0.001905558,0.001887157,0.001895621,0.001950845,0.001888261,0.0019011,0.001936675,0.001900891,0.001934676,0.001937741,0.001910389,0.001919362,0.001929185,0.001917602,0.001876839,0.001891965,0.001901867,0.0019044,0.001851321,0.001876121,0.001895735,0.001961095,0.001894215,0.001937114,0.001872825,0.001921654,0.001907788,0.001917869,0.001899881,0.001956442,0.00191524,0.001890292,0.001843494,0.00191808,0.001855243,0.001885347,0.001913154,0.0019148,0.001885374,0.001918846,0.001902667,0.001918693,0.001870464,0.001933257,0.001973307,0.001830115,0.001879327,0.001949149,0.001933874,0.001848744,0.001955073,0.001855206,0.001893524,0.001909212,0.001858937,0.001896576,0.001881132,0.00190661,0.00190981,0.001874589,0.001937291,0.001904758,0.001900323,0.001883857,0.001898577,0.001922815,0.001900557,0.001908357,0.001899772,0.001922524,0.001891772,0.001915481,0.001943352,0.001921934,0.001909684,0.001931245,0.001882038,0.001936132,0.001933004,0.001935596,0.001925299,0.00186205,0.001897677,0.001914683,0.001919217,0.001921023,0.001928245,0.001914111,0.001887569,0.001928819,0.001890582,0.001922368,0.001942023,0.001905473,0.001940725,0.001927694,0.001837019,0.001932765,0.001876622,0.001869192,0.001876396,0.001900468,0.001892947,0.001889193,0.00192996,0.001895651,0.001955468,0.001891099,0.001896309,0.001880001,0.001886076,0.00189173,0.001886258,0.001907083,0.001859261,0.001874852,0.00190419,0.001901501,0.001889933,0.001885264,0.001935819,0.001879988,0.001896986,0.001893628,0.001902344,0.001921904,0.001905577,0.001921749,0.001878773,0.001981543,0.001931348,0.001910816,0.001907722,0.001894571,0.00191101,0.001921847,0.00190221,0.001910886,0.001928426,0.001885122,0.001873242,0.001926699,0.001927661,0.001916658,0.001908137,0.001889835,0.001910546,0.001905238,0.001833571,0.001885418,0.001893629,0.001923704,0.001925775,0.001940522,0.001918229,0.001904789,0.001938848,0.001923312,0.001937198,0.001952831,0.001901355,0.001916117,0.001889392,0.001909566,0.001898205,0.001871869,0.001957679,0.001934825,0.001881869,0.001892182,0.001882785,0.001923434,0.001899236,0.001920607,0.001905854,0.001897831,0.001916155,0.0019287,0.001904651,0.001862455,0.001889407,0.00190592,0.001864013,0.001898858,0.001892288,0.001869511,0.00192054,0.001911806,0.00186506,0.001932543,0.001920234,0.001934367,0.00190118,0.001932664,0.001886843,0.001886185,0.001919989,0.001909341,0.001875442,0.001901446,0.00189317,0.001905789,0.001832543,0.001890103,0.001924675,0.001914932,0.001892159,0.001906113,0.001939195,0.001887931,0.00189889,0.001875924,0.001899473,0.001934814,0.001914977,0.00193528,0.00195269,0.001872294,0.001917596,0.001843006,0.001926521,0.001879933,0.001889894,0.00187913,0.001910513,0.001856055,0.00193918,0.001920986,0.001833342,0.001903552,0.001884563,0.001906782,0.001880478,0.001892963,0.001896972,0.00186404,0.001920661,0.001856183,0.00188619,0.001913055,0.001914949,0.001921892,0.001917481,0.001909824,0.001920855,0.001863327,0.001942745,0.00187697,0.00185192,0.001898738,0.001925646,0.001920105,0.001876462,0.001941687,0.001909537,0.001895844,0.001882051,0.001921879,0.001871917,0.001959878,0.001926526,0.001882705,0.001947335,0.001886981,0.001913338,0.001862125,0.00189642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100000000,500,965.6521559,0.005994127,0.005134136,0.004759334,0.004776705,0.004778846,0.00472026,0.004710348,0.004765652,0.004790488,0.004714419,0.004697125,0.004717072,0.004795477,0.004726345,0.004763475,0.004719443,0.004723556,0.004746336,0.00427863,0.004321237,0.004330529,0.00425797,0.004347907,0.0043103,0.004308062,0.00428578,0.004358785,0.004334407,0.003857706,0.003850154,0.003806369,0.003863047,0.003890336,0.003857428,0.003860819,0.003846358,0.003884558,0.003422994,0.00390311,0.003402499,0.003400684,0.003379046,0.003403684,0.003430009,0.003415851,0.00342315,0.003423133,0.003416594,0.003408108,0.003406005,0.003426648,0.003383903,0.003428302,0.003404212,0.003411274,0.003390731,0.003432558,0.003414797,0.002923519,0.002933314,0.00296149,0.002873895,0.002898465,0.002948356,0.002920591,0.002934357,0.002894378,0.002922002,0.002905827,0.002945342,0.002881334,0.002917659,0.002906483,0.002935698,0.002926752,0.002918949,0.00291207,0.002938518,0.002908771,0.002881923,0.002387943,0.002951968,0.0023625,0.002390322,0.002372064,0.002380072,0.002405955,0.002382547,0.002376139,0.0023626,0.002362482,0.002382826,0.002385344,0.002389177,0.002388484,0.002370439,0.002414082,0.002383406,0.002393308,0.00237587,0.002405415,0.002382837,0.002326027,0.002376832,0.002371958,0.002415305,0.002371381,0.002350743,0.002381734,0.00238342,0.002381878,0.002366068,0.002360607,0.00239293,0.002387097,0.002378805,0.002380144,0.002380626,0.0023693,0.002363489,0.002401476,0.002351519,0.002372643,0.001616892,0.001548805,0.001544166,0.001603362,0.001589925,0.001571327,0.001601017,0.0016014,0.001554043,0.001586683,0.001580596,0.001585814,0.001610587,0.001581251,0.001577376,0.00152901,0.00158768,0.001577949,0.001586311,0.001573682,0.001598981,0.001591039,0.001587189,0.001571353,0.001584636,0.001562378,0.001517816,0.001570762,0.001565899,0.001561935,0.001602539,0.001597986,0.001603705,0.001565482,0.001604747,0.001594099,0.00159109,0.001559984,0.001574801,0.001563782,0.001556136,0.001590635,0.001599546,0.001590928,0.001599323,0.001578185,0.001566464,0.001567697,0.001528824,0.001591602,0.001567591,0.001594348,0.001577705,0.001553826,0.001581752,0.001598753,0.001590061,0.001586955,0.001592418,0.001591208,0.001598984,0.001580112,0.001522033,0.001618292,0.001570892,0.001579523,0.001609125,0.001625903,0.001629128,0.001551383,0.001592393,0.00160327,0.001582563,0.001561831,0.001496454,0.001581221,0.001575205,0.001610831,0.001612673,0.001577733,0.001607344,0.001586078,0.001587911,0.001608486,0.001602926,0.001581557,0.001614031,0.001576365,0.001608677,0.001605236,0.001577887,0.001603535,0.001521626,0.001571285,0.001546526,0.001554682,0.001575716,0.001565468,0.001568679,0.001600162,0.00158054,0.001609009,0.00156061,0.00152641,0.001595864,0.001556308,0.001578207,0.001599665,0.001570789,0.001568881,0.001608856,0.001594053,0.00155027,0.001615659,0.001599124,0.001584105,0.001569675,0.0015677,0.001593108,0.00158697,0.001616847,0.001579117,0.001615429,0.001582327,0.001585272,0.001559477,0.001564218,0.001575368,0.00159571,0.001617055,0.001576656,0.001604005,0.001582441,0.001610844,0.001592867,0.001580709,0.001574436,0.001537704,0.001545296,0.00159488,0.001582525,0.001597615,0.001570837,0.001599419,0.001560935,0.001580877,0.001564092,0.001574572,0.001591078,0.001559237,0.001570523,0.00159931,0.001565818,0.001559074,0.001586098,0.001589808,0.001604566,0.001604021,0.001570296,0.001563735,0.001569249,0.001593918,0.001577903,0.001595903,0.001609781,0.001583426,0.001580506,0.001543164,0.001545694,0.001571799,0.001579462,0.001567912,0.001576276,0.001558288,0.001635292,0.00157848,0.001609024,0.001581544,0.001581524,0.001569723,0.001575881,0.001600604,0.001608424,0.001553161,0.001599613,0.001575577,0.001583689,0.001549592,0.001565986,0.001510391,0.001603699,0.001570025,0.00161907,0.001584537,0.001580902,0.001561916,0.001545319,0.001600889,0.001597706,0.001591606,0.001580884,0.001595888,0.001582192,0.001595882,0.001592797,0.001568672,0.001599632,0.00158442,0.001605209,0.001550525,0.001561381,0.001605712,0.001559756,0.001584976,0.001547357,0.001630628,0.001561075,0.001572461,0.001528995,0.001585684,0.001599576,0.001610091,0.001587628,0.001600472,0.001571936,0.001558458,0.001604467,0.001606244,0.001592941,0.001580648,0.001561423,0.001536605,0.00159522,0.001574041,0.001560023,0.001598367,0.001560501,0.001614618,0.001627528,0.001568163,0.001568365,0.001392498,0.001614236,0.001558271,0.001604208,0.00156902,0.001572794,0.001579254,0.001576003,0.001601033,0.001574158,0.001520859,0.001581284,0.001594799,0.001497723,0.001588578,0.001572317,0.001595392,0.001598072,0.001569944,0.001572106,0.001567832,0.001562661,0.0015633,0.001548693,0.001611489,0.001591251,0.001597239,0.001589656,0.001588888,0.001600296,0.001570631,0.001574794,0.001574366,0.001550127,0.001581971,0.001588865,0.001579852,0.001544766,0.001606983,0.001567835,0.001594609,0.001613567,0.001574497,0.00156365,0.001572824,0.001554482,0.00160397,0.001565288,0.001601717,0.001547321,0.001617548,0.001607304,0.001607925,0.001544603,0.001609937,0.001581171,0.001596348,0.001603231,0.001584904,0.001595792,0.001562937,0.001561418,0.001564261,0.001590615,0.00158209,0.001590443,0.001568878,0.001607404,0.001593666,0.001553253,0.001577719,0.001593851,0.001563027,0.001576924,0.001603715,0.001609775,0.00158104,0.001574178,0.001573941,0.001569428,0.001562791,0.001569589,0.001600951,0.001589277,0.00159825,0.001579377,0.001563569,0.001593324,0.001536816,0.001585148,0.001561258,0.001545696,0.001549851,0.001506871,0.001622999,0.001632348,0.00157617,0.001595073,0.001556825,0.001595492,0.001605237,0.001564918,0.001590939,0.001576035,0.001588889,0.001598509,0.001609786,0.001587258,0.001590372,0.00160963,0.001593326,0.001606302,0.00161374,0.001593143,0.001577806,0.001588008,0.001594316,0.001586514,0.001503033,0.001585921,0.001581303,0.001558453,0.00154267,0.001567056,0.001622568,0.001610511,0.001569869,0.001581939,0.001611753,0.001595573,0.001570928,0.001595191,0.001568795,0.001581703,0.001595038,0.001572179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
